INFO:depchase:DEPENDENCY INFORMATION                                                          
INFO                                                                            MATCH
├─erlang-erl_interface(x86-32) = 19.3.6.1-1.fc27                                erlang-erl_interface-19.3.6.1-1.fc27.i686
├─erlang-eunit(x86-32) = 19.3.6.1-1.fc27                                        erlang-eunit-19.3.6.1-1.fc27.i686
├─erlang-ic(x86-32) = 19.3.6.1-1.fc27                                           erlang-ic-19.3.6.1-1.fc27.i686
├─erlang-jinterface(x86-32) = 19.3.6.1-1.fc27                                   erlang-jinterface-19.3.6.1-1.fc27.i686
├─erlang-megaco(x86-32) = 19.3.6.1-1.fc27                                       erlang-megaco-19.3.6.1-1.fc27.i686
├─erlang-odbc(x86-32) = 19.3.6.1-1.fc27                                         erlang-odbc-19.3.6.1-1.fc27.i686
├─erlang-os_mon(x86-32) = 19.3.6.1-1.fc27                                       erlang-os_mon-19.3.6.1-1.fc27.i686
├─erlang-parsetools(x86-32) = 19.3.6.1-1.fc27                                   erlang-parsetools-19.3.6.1-1.fc27.i686
├─erlang-percept(x86-32) = 19.3.6.1-1.fc27                                      erlang-percept-19.3.6.1-1.fc27.i686
├─erlang-reltool(x86-32) = 19.3.6.1-1.fc27                                      erlang-reltool-19.3.6.1-1.fc27.i686
└─erlang-typer(x86-32) = 19.3.6.1-1.fc27                                        erlang-typer-19.3.6.1-1.fc27.i686
help2man-1.47.4-2.fc26.noarch                                                   
├─perl(strict)                                                                  perl-libs-4:5.26.0-398.fc27.i686
├─/usr/bin/perl                                                                 perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(Getopt::Long)                                                            perl-Getopt-Long-1:2.50-3.fc27.noarch
├─perl(POSIX)                                                                   perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(Text::ParseWords)                                                        perl-Text-ParseWords-3.30-394.fc27.noarch
├─perl(Text::Tabs)                                                              perl-Text-Tabs+Wrap-2013.0523-394.fc27.noarch
└─perl(:VERSION) >= 5.8.0                                                       perl-libs-4:5.26.0-398.fc27.i686
m4-1.4.18-3.fc26.i686                                                           
├─rtld(GNU_HASH)                                                                glibc-2.26-1.fc27.1.i686
└─libc.so.6(GLIBC_2.17)                                                         glibc-2.26-1.fc27.1.i686
perl-generators-1.10-5.fc27.noarch                                              
├─perl(:MODULE_COMPAT_5.26.0)                                                   perl-libs-4:5.26.0-398.fc27.i686
├─/usr/bin/perl                                                                 perl-interpreter-4:5.26.0-398.fc27.i686
├─perl-macros                                                                   perl-macros-4:5.26.0-398.fc27.i686
├─perl(Fedora::VSP)                                                             perl-Fedora-VSP-0.001-7.fc27.noarch
└─perl-interpreter >= 4:5.22.0-351                                              perl-interpreter-4:5.26.0-398.fc27.i686
autoconf-2.69-24.fc26.noarch                                                    
├─perl(strict)                                                                  perl-libs-4:5.26.0-398.fc27.i686
├─perl(warnings)                                                                perl-libs-4:5.26.0-398.fc27.i686
├─perl(Carp)                                                                    perl-Carp-1.42-394.fc27.noarch
├─perl(Exporter)                                                                perl-Exporter-5.72-395.fc27.noarch
├─perl(vars)                                                                    perl-interpreter-4:5.26.0-398.fc27.i686
├─/usr/bin/perl                                                                 perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(constant)                                                                perl-constant-1.33-395.fc27.noarch
├─perl(Getopt::Long)                                                            perl-Getopt-Long-1:2.50-3.fc27.noarch
├─perl(File::Spec)                                                              perl-PathTools-3.67-395.fc27.i686
├─perl(POSIX)                                                                   perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(File::Basename)                                                          perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(Data::Dumper)                                                            perl-Data-Dumper-2.167-396.fc27.i686
├─perl(Cwd)                                                                     perl-PathTools-3.67-395.fc27.i686
├─perl(DynaLoader)                                                              perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(File::Path)                                                              perl-File-Path-2.15-1.fc27.noarch
├─perl(IO::File)                                                                perl-IO-1.38-398.fc27.i686
├─perl(File::Copy)                                                              perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(File::Find)                                                              perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(Errno)                                                                   perl-Errno-1.28-398.fc27.i686
├─perl(Text::ParseWords)                                                        perl-Text-ParseWords-3.30-394.fc27.noarch
├─emacs-filesystem                                                              emacs-filesystem-1:25.2-2.fc27.noarch
├─perl(File::stat)                                                              perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(Class::Struct)                                                           perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(File::Compare)                                                           perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(:VERSION) >= 5.6.0                                                       perl-libs-4:5.26.0-398.fc27.i686
└─m4 >= 1.4.14                                                                  m4-1.4.18-3.fc26.i686
automake-1.15-9.fc26.noarch                                                     
├─perl(strict)                                                                  perl-libs-4:5.26.0-398.fc27.i686
├─perl(warnings)                                                                perl-libs-4:5.26.0-398.fc27.i686
├─perl(Carp)                                                                    perl-Carp-1.42-394.fc27.noarch
├─perl(Exporter)                                                                perl-Exporter-5.72-395.fc27.noarch
├─perl(vars)                                                                    perl-interpreter-4:5.26.0-398.fc27.i686
├─/usr/bin/perl                                                                 perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(constant)                                                                perl-constant-1.33-395.fc27.noarch
├─perl(Getopt::Long)                                                            perl-Getopt-Long-1:2.50-3.fc27.noarch
├─perl(File::Spec)                                                              perl-PathTools-3.67-395.fc27.i686
├─perl(POSIX)                                                                   perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(File::Basename)                                                          perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(DynaLoader)                                                              perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(Config)                                                                  perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(File::Path)                                                              perl-File-Path-2.15-1.fc27.noarch
├─perl(IO::File)                                                                perl-IO-1.38-398.fc27.i686
├─perl(File::Copy)                                                              perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(Errno)                                                                   perl-Errno-1.28-398.fc27.i686
├─perl(File::stat)                                                              perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(threads)                                                                 perl-threads-1:2.16-4.fc27.i686
├─perl(Class::Struct)                                                           perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(File::Compare)                                                           perl-interpreter-4:5.26.0-398.fc27.i686
├─perl(Thread::Queue)                                                           perl-Thread-Queue-3.12-393.fc27.noarch
├─perl(:VERSION) >= 5.6.0                                                       perl-libs-4:5.26.0-398.fc27.i686
└─autoconf >= 2.65                                                              autoconf-2.69-24.fc26.noarch
bison-3.0.4-6.fc26.i686                                                         
├─rtld(GNU_HASH)                                                                glibc-2.26-1.fc27.1.i686
├─libc.so.6(GLIBC_2.15)                                                         glibc-2.26-1.fc27.1.i686
└─m4 >= 1.4                                                                     m4-1.4.18-3.fc26.i686
cscope-15.8b-4.fc26.i686                                                        
├─rtld(GNU_HASH)                                                                glibc-2.26-1.fc27.1.i686
├─/bin/sh                                                                       bash-4.4.12-9.fc27.i686
├─libc.so.6(GLIBC_2.11)                                                         glibc-2.26-1.fc27.1.i686
├─libtinfo.so.6                                                                 ncurses-libs-6.0-13.20170722.fc27.i686
├─libncurses.so.6                                                               ncurses-libs-6.0-13.20170722.fc27.i686
├─emacs-filesystem                                                              emacs-filesystem-1:25.2-2.fc27.noarch
└─xemacs-filesystem                                                             xemacs-filesystem-21.5.34-22.20170124hgf412e9f093d4.fc26.noarch
dejagnu-1:1.6-2.fc26.noarch                                                     
└─expect                                                                        expect-5.45-25.fc27.i686
expect-5.45-25.fc27.i686                                                        
├─rtld(GNU_HASH)                                                                glibc-2.26-1.fc27.1.i686
├─libm.so.6                                                                     glibc-2.26-1.fc27.1.i686
├─/bin/sh                                                                       bash-4.4.12-9.fc27.i686
├─libm.so.6(GLIBC_2.0)                                                          glibc-2.26-1.fc27.1.i686
├─libdl.so.2                                                                    glibc-2.26-1.fc27.1.i686
├─libc.so.6(GLIBC_2.11)                                                         glibc-2.26-1.fc27.1.i686
├─libutil.so.1                                                                  glibc-2.26-1.fc27.1.i686
├─libutil.so.1(GLIBC_2.0)                                                       glibc-2.26-1.fc27.1.i686
└─libtcl8.6.so                                                                  tcl-1:8.6.6-4.fc27.i686
flex-2.6.1-3.fc26.i686                                                          
├─rtld(GNU_HASH)                                                                glibc-2.26-1.fc27.1.i686
├─libm.so.6                                                                     glibc-2.26-1.fc27.1.i686
├─libm.so.6(GLIBC_2.0)                                                          glibc-2.26-1.fc27.1.i686
├─libc.so.6(GLIBC_2.11)                                                         glibc-2.26-1.fc27.1.i686
└─m4                                                                            m4-1.4.18-3.fc26.i686
gettext-devel-0.19.8.1-9.fc27.i686                                              
├─rtld(GNU_HASH)                                                                glibc-2.26-1.fc27.1.i686
├─libc.so.6(GLIBC_2.4)                                                          glibc-2.26-1.fc27.1.i686
├─/sbin/ldconfig                                                                glibc-2.26-1.fc27.1.i686
├─xz                                                                            xz-5.2.3-4.fc27.i686
├─libgettextpo.so.0                                                             gettext-libs-0.19.8.1-9.fc27.i686
├─libasprintf.so.0                                                              gettext-libs-0.19.8.1-9.fc27.i686
├─gettext = 0.19.8.1-9.fc27                                                     gettext-0.19.8.1-9.fc27.i686
├─gettext-common-devel = 0.19.8.1-9.fc27                                        gettext-common-devel-0.19.8.1-9.fc27.noarch
└─gettext-libs = 0.19.8.1-9.fc27                                                gettext-libs-0.19.8.1-9.fc27.i686
imake-1.0.7-7.fc26.i686                                                         
├─rtld(GNU_HASH)                                                                glibc-2.26-1.fc27.1.i686
├─/bin/sh                                                                       bash-4.4.12-9.fc27.i686
├─libc.so.6(GLIBC_2.7)                                                          glibc-2.26-1.fc27.1.i686
└─/usr/bin/perl                                                                 perl-interpreter-4:5.26.0-398.fc27.i686
java-1.8.0-openjdk-devel-1:1.8.0.131-7.b12.fc27.i686                            
├─libc.so.6(GLIBC_2.4)                                                          glibc-2.26-1.fc27.1.i686
├─libpthread.so.0                                                               glibc-2.26-1.fc27.1.i686
├─libstdc++.so.6                                                                libstdc++-7.1.1-7.fc27.1.i686
